Name,Price,Location,Year,Condition,Km,Origin,Style,Manufacture,Color,Seat,Window
Toyota Corolla Cross 1.8V - 2022,799,Hà Nội,2022.0,Xe đã dùng,62889.0,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
Ford Transit Van - 2016,485,TP HCM,2016.0,Xe đã dùng,90000.0,Lắp ráp trong nước,Van/Minivan,Dầu,Bạc,6.0,4.0
Chevrolet Colorado LTZ 2.5L 4x4 AT - 2018,455,Hà Nội,2018.0,Xe đã dùng,60000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Đỏ,5.0,4.0
Lexus RX 300 - 2021,2860,Hà Nội,2021.0,Xe đã dùng,38000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Mercedes Benz E class E300 AMG - 2019,1589,Hà Nội,2019.0,Xe đã dùng,48000.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Suzuki XL7 1.5 AT - 2021,485,Hà Nội,2021.0,Xe đã dùng,6200.0,Nhập khẩu,SUV,Xăng,Đỏ,7.0,5.0
Mercedes Benz GLB 200 AMG - 2020,1399,TP HCM,2020.0,Xe đã dùng,35200.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Ford Focus Trend 1.5L - 2019,419,Hà Nội,2019.0,Xe đã dùng,40000.0,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Mazda 3 1.5 AT - 2018,470,Hà Nội,2018.0,Xe đã dùng,61898.0,Lắp ráp trong nước,Sedan,Xăng,Nâu,5.0,4.0
Toyota Veloz Cross Top 1.5 CVT - 2022,622,Hà Nội,2022.0,Xe đã dùng,65000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Toyota Vios E CVT - 2022,462,Hà Nội,2022.0,Xe đã dùng,24000.0,Lắp ráp trong nước,Sedan,Xăng,Xám,5.0,4.0
Toyota Corolla altis 1.8G AT - 2015,468,Hà Nội,2015.0,Xe đã dùng,92000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mazda BT50 Deluxe 2.2L 4x2 AT - 2019,470,Hà Nội,2019.0,Xe đã dùng,68000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Toyota Fortuner 2.7V 4x2 AT - 2017,750,TP HCM,2017.0,Xe đã dùng,33000.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Mercedes Benz E class E180 - 2022,1850,Hà Nội,2022.0,Xe đã dùng,9000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Ford Ranger Raptor 2.0L 4x4 AT - 2019,889,TP HCM,2019.0,Xe đã dùng,65000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Xanh,5.0,4.0
Toyota Vios G 1.5 CVT - 2022,510,Hà Nội,2022.0,Xe đã dùng,40000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Mercedes Benz C class C200 Avantgarde Plus - 2022,1510,Hà Nội,2022.0,Xe đã dùng,16000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz GLC 200 4Matic - 2023,2250,Hà Nội,2023.0,Xe đã dùng,5000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Mitsubishi Triton GLX 4x2 MT - 2009,222,TP HCM,2009.0,Xe đã dùng,1523.0,Nhập khẩu,Bán tải / Pickup,Dầu,Xanh,5.0,4.0
Ford Fiesta S 1.0 AT Ecoboost - 2017,360,Hà Nội,2017.0,Xe đã dùng,35000.0,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Honda CRV L - 2018,750,TP HCM,2018.0,Xe đã dùng,80000.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
BMW 3 Series 320i - 2012,430,Hà Nội,2012.0,Xe đã dùng,90000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Mazda 3 1.5L Luxury - 2024,670,Hà Nội,2024.0,Xe đã dùng,400.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Toyota Camry 2.5G - 2015,599,Hà Nội,2015.0,Xe đã dùng,40000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mercedes Benz C class C300 AMG - 2022,1888,TP HCM,2022.0,Xe đã dùng,300.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Kia K3 Deluxe 1.6 MT - 2022,490,Hà Nội,2022.0,Xe đã dùng,21280.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz E class E200 - 2015,679,TP HCM,2015.0,Xe đã dùng,75000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
VinFast Lux A 2.0 Tiêu chuẩn - 2022,629,Hà Nội,2022.0,Xe đã dùng,36000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mazda 3 1.5L Deluxe - 2022,559,Hà Nội,2022.0,Xe đã dùng,22000.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Toyota Camry 2.0G - 2019,780,TP HCM,2019.0,Xe đã dùng,70000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Kia Sorento Signature 2.2 AT AWD - 2021,970,TP HCM,2021.0,Xe đã dùng,54000.0,Lắp ráp trong nước,SUV,Dầu,Xanh,6.0,5.0
Toyota Corolla altis 1.8G MT - 2013,365,Hà Nội,2013.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Sedan,Xăng,Cát,5.0,4.0
Mazda CX5 2.0 AT - 2018,630,Hà Nội,2018.0,Xe đã dùng,75000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Ford Ranger XLS 2.2L 4x2 AT - 2020,539,Hà Nội,2020.0,Xe đã dùng,0.0,Nhập khẩu,Bán tải / Pickup,Dầu,Vàng,5.0,4.0
Honda CRV 2.4 AT - 2010,315,TP HCM,2010.0,Xe đã dùng,85200.0,Lắp ráp trong nước,SUV,Xăng,Ghi,5.0,5.0
Toyota Land Cruiser 3.5 V6 - 2022,4856,Hà Nội,2022.0,Xe đã dùng,9000.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Mercedes Benz GLE Class GLE 450 4Matic - 2022,4310,Hà Nội,2022.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Toyota Camry 2.4G - 2012,408,TP HCM,2012.0,Xe đã dùng,85000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Hyundai Starex Van 2.5 MT - 2004,90,Hà Nội,2004.0,Xe đã dùng,0.0,Nhập khẩu,Van/Minivan,Dầu,Bạc,3.0,4.0
Ford Escape XLT 2.3L 4x4 AT - 2013,365,TP HCM,2013.0,Xe đã dùng,65000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Mercedes Benz Vito 111 CDI Van - 2013,215,Hà Nội,2013.0,Xe đã dùng,160000.0,Nhập khẩu,Van/Minivan,Dầu,Vàng,3.0,4.0
Ford Explorer Limited 2.3L EcoBoost - 2019,1300,TP HCM,2019.0,Xe đã dùng,485000.0,Nhập khẩu,SUV,Xăng,Đen,7.0,5.0
Toyota Land Cruiser 4.2 MT - 1990,335,TP HCM,1990.0,Xe đã dùng,300.0,Nhập khẩu,SUV,Dầu,Ghi,7.0,5.0
Mercedes Benz C class C300 AMG - 2016,758,Hà Nội,2016.0,Xe đã dùng,55000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Porsche Cayenne GTS - 2021,8390,TP HCM,2021.0,Xe đã dùng,5345.0,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
Ford Ranger XLT 2.2L 4x4 MT - 2015,440,TP HCM,2015.0,Xe đã dùng,110000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Xanh,5.0,4.0
Lexus RX 300 - 2020,2850,Hà Nội,2020.0,Xe đã dùng,30000.0,Nhập khẩu,SUV,Xăng,Đen,5.0,5.0
Ford Ranger Raptor 2.0L 4x4 AT - 2022,975,TP HCM,2022.0,Xe đã dùng,25000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Xanh,5.0,4.0
Ford Ranger Raptor 2.0L 4x4 AT - 2022,998,TP HCM,2022.0,Xe đã dùng,25000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Xanh,5.0,4.0
Ford Ranger XLS 2.2L 4x2 AT - 2022,590,TP HCM,2022.0,Xe đã dùng,26700.0,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Ford Ranger Raptor 2.0L 4x4 AT - 2018,845,TP HCM,2018.0,Xe đã dùng,81000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Đen,5.0,4.0
BMW 7 Series 730Li - 2010,695,Hà Nội,2010.0,Xe đã dùng,89000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
Mercedes Benz E class E300 AMG - 2019,1585,Hà Nội,2019.0,Xe đã dùng,32000.0,Lắp ráp trong nước,Sedan,Xăng,Xanh,5.0,4.0
Mazda CX5 Premium 2.0 AT - 2021,780,Hà Nội,2021.0,Xe đã dùng,36000.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
Lamborghini Huracan LP610 Coupe - 2014,8699,Hà Nội,2014.0,Xe đã dùng,20000.0,Nhập khẩu,Coupe,Xăng,Trắng,2.0,2.0
Mercedes Benz Maybach GLS 600 4Matic - 2023,11990,TP HCM,2023.0,Xe đã dùng,1789.0,Nhập khẩu,SUV,Xăng,Đen,4.0,5.0
Toyota Corolla altis 1.8G AT - 2020,615,Hà Nội,2020.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Honda Civic 1.8 MT - 2008,175,Hà Nội,2008.0,Xe đã dùng,20000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Hyundai SantaFe Premium 2.2L HTRAC - 2020,945,Hà Nội,2020.0,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Dầu,Trắng,7.0,5.0
Mercedes Benz GLC 300 4Matic - 2021,1939,Hà Nội,2021.0,Xe đã dùng,20000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Audi A6 1.8 TFSI - 2015,789,Hà Nội,2015.0,Xe đã dùng,70000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
BMW 4 Series 420i Convertible - 2015,1280,Hà Nội,2015.0,Xe đã dùng,115000.0,Nhập khẩu,Convertible/Cabriolet,Xăng,Trắng,4.0,2.0
Kia Sorento 2.2 DAT Premium - 2019,690,Hà Nội,2019.0,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Dầu,Bạc,7.0,5.0
Suzuki Vitara 1.6 AT - 2003,165,Hà Nội,2003.0,Xe đã dùng,170000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021,1150,Hà Nội,2021.0,Xe đã dùng,32000.0,Lắp ráp trong nước,SUV,Dầu,Đen,7.0,5.0
Rolls Royce Ghost 6.6 V12 - 2011,5999,TP HCM,2011.0,Xe đã dùng,30000.0,Nhập khẩu,Sedan,Xăng,Trắng,4.0,4.0
Hyundai i10 1.2 MT - 2021,328,Hà Nội,2021.0,Xe đã dùng,2000.0,Lắp ráp trong nước,Sedan,Xăng,Bạc,5.0,4.0
Mercedes Benz E class E200 Sport - 2019,1459,Hà Nội,2019.0,Xe đã dùng,13000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz C class C200 Exclusive - 2020,1099,TP HCM,2020.0,Xe đã dùng,29000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Hyundai i10 1.2 AT - 2021,379,TP HCM,2021.0,Xe đã dùng,14000.0,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Kia Sedona 3.3 GAT Premium - 2019,720,Hà Nội,2019.0,Xe đã dùng,62668.0,Lắp ráp trong nước,Van/Minivan,Xăng,Trắng,7.0,5.0
Hyundai i10 Grand 1.2 AT - 2021,368,Hà Nội,2021.0,Xe đã dùng,26000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Toyota Innova 2.0E - 2016,337,TP HCM,2016.0,Xe đã dùng,87000.0,Lắp ráp trong nước,Crossover,Xăng,Vàng,8.0,5.0
Suzuki XL7 1.5 AT - 2022,515,Hà Nội,2022.0,Xe đã dùng,0.0,Nhập khẩu,SUV,Xăng,Đỏ,7.0,5.0
Honda Brio RS - 2021,389,Hà Nội,2021.0,Xe đã dùng,30000.0,Nhập khẩu,Hatchback,Xăng,Trắng,5.0,5.0
Mercedes Benz GLC 300 4Matic - 2018,1298,Hà Nội,2018.0,Xe đã dùng,58000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Ford Everest Titanium 2.0L 4x2 AT - 2022,1200,Hà Nội,2022.0,Xe đã dùng,30000.0,Nhập khẩu,SUV,Dầu,Đỏ,7.0,5.0
MG 5 Luxury 1.5 AT - 2022,450,Hà Nội,2022.0,Xe đã dùng,19000.0,Nhập khẩu,Sedan,Xăng,Vàng,5.0,4.0
Kia Seltos Luxury 1.4 AT - 2021,700,Hà Nội,2021.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Crossover,Xăng,Đỏ,5.0,5.0
LandRover Range Rover Evoque 2.0 AT - 2020,2098,Hà Nội,2020.0,Xe đã dùng,20345.0,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
VinFast Fadil 1.4 AT Premium - 2019,315,Hà Nội,2019.0,Xe đã dùng,60000.0,Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5.0,5.0
Hyundai i10 1.2 AT - 2022,390,TP HCM,2022.0,Xe đã dùng,13000.0,Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5.0,5.0
Mercedes Benz C class C300 AMG - 2022,1828,Hà Nội,2022.0,Xe đã dùng,60000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Mazda CX 30 Premium 2.0 AT - 2021,705,Hà Nội,2021.0,Xe đã dùng,15000.0,Nhập khẩu,Crossover,Xăng,Đỏ,5.0,5.0
Mercedes Benz GLC 300 4Matic - 2021,1889,Hà Nội,2021.0,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Toyota Corolla Cross 1.8G - 2021,715,Hà Nội,2021.0,Xe đã dùng,10000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Toyota Yaris 1.3G - 2014,339,TP HCM,2014.0,Xe đã dùng,111.0,Nhập khẩu,Hatchback,Xăng,Trắng,5.0,5.0
Toyota Vios 1.5G - 2019,460,Hà Nội,2019.0,Xe đã dùng,31524.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Toyota Innova 2.0E - 2015,350,Hà Nội,2015.0,Xe đã dùng,280000.0,Lắp ráp trong nước,Crossover,Xăng,Ghi,8.0,5.0
VinFast Fadil Nâng cao 1.4 AT - 2022,348,Hà Nội,2022.0,Xe đã dùng,12000.0,Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5.0,5.0
Toyota Camry 2.5Q - 2014,534,Hà Nội,2014.0,Xe đã dùng,96545.0,Lắp ráp trong nước,Sedan,Xăng,Cát,5.0,4.0
Kia Soluto 1.4 AT Deluxe - 2023,435,Hà Nội,2023.0,Xe đã dùng,6000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mitsubishi Xpander 1.5 AT - 2019,469,TP HCM,2019.0,Xe đã dùng,22870.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Kia Cerato 2.0 AT Premium - 2021,565,Hà Nội,2021.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5.0,4.0
Peugeot 3008 1.6 AT - 2018,630,Hà Nội,2018.0,Xe đã dùng,65000.0,Lắp ráp trong nước,Crossover,Xăng,Nâu,5.0,5.0
Mercedes Benz Maybach GLS 600 4Matic - 2022,11999,Hà Nội,2022.0,Xe đã dùng,1789.0,Nhập khẩu,SUV,Xăng,Đen,4.0,5.0
Honda Accord 1.5 AT - 2021,950,TP HCM,2021.0,Xe đã dùng,33000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
VinFast Lux A 2.0 2.0 AT - 2020,499,TP HCM,2020.0,Xe đã dùng,93000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Mazda 6 2.0 AT - 2016,445,Hà Nội,2016.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Thaco Frontier K250 - 2018,298,TP HCM,2018.0,Xe đã dùng,0.0,Lắp ráp trong nước,Truck,Dầu,Trắng,3.0,0.0
Ford Ranger XLT 2.0L 4x4 AT - 2022,700,TP HCM,2022.0,Xe đã dùng,53000.0,Lắp ráp trong nước,Bán tải / Pickup,Dầu,Xanh,5.0,4.0
Hyundai Elantra Sport 1.6 AT - 2018,505,TP HCM,2018.0,Xe đã dùng,38000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Honda CRV L - 2020,870,TP HCM,2020.0,Xe đã dùng,19000.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,7.0,5.0
Kia Carens SXAT - 2014,338,Hà Nội,2014.0,Xe đã dùng,82000.0,Lắp ráp trong nước,Crossover,Xăng,Cát,7.0,5.0
Peugeot 3008 1.6 AT - 2018,650,Hà Nội,2018.0,Xe đã dùng,0.0,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
Mercedes Benz S class S500 - 2008,568,Hà Nội,2008.0,Xe đã dùng,96000.0,Nhập khẩu,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz Sprinter 313 ESP - 2012,285,TP HCM,2012.0,Xe đã dùng,0.0,Lắp ráp trong nước,Van/Minivan,Dầu,Bạc,16.0,4.0
Porsche Cayenne 3.0 V6 - 2021,5350,Hà Nội,2021.0,Xe đã dùng,30000.0,Nhập khẩu,SUV,Xăng,Xanh,5.0,5.0
Bentley Flying Spur W12 S - 2016,4600,Hà Nội,2016.0,Xe đã dùng,0.0,Nhập khẩu,Sedan,Xăng,Xanh,5.0,4.0
Toyota Raize G 1.0 CVT - 2023,500,TP HCM,2023.0,Xe đã dùng,15000.0,Nhập khẩu,SUV,Xăng,Đỏ,5.0,5.0
Suzuki Vitara JLX - 2004,125,Hà Nội,2004.0,Xe đã dùng,0.0,Lắp ráp trong nước,SUV,Xăng,Cát,5.0,5.0
Ford Ranger XLS 2.2L 4x2 AT - 2017,455,Hà Nội,2017.0,Xe đã dùng,120000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Bạc,5.0,4.0
Hyundai i10 1.2 AT - 2022,398,Hà Nội,2022.0,Xe đã dùng,13000.0,Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5.0,5.0
Toyota Hilux 3.0G 4x4 MT - 2016,518,Hà Nội,2016.0,Xe đã dùng,83000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Cam,5.0,4.0
Toyota Camry 2.5Q - 2022,1280,Hà Nội,2022.0,Xe đã dùng,9000.0,Nhập khẩu,Sedan,Xăng,Đen,5.0,4.0
VinFast Lux A 2.0 Nâng cao - 2022,650,TP HCM,2022.0,Xe đã dùng,22000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Ford Everest Titanium 2.0L 4x2 AT - 2020,925,TP HCM,2020.0,Xe đã dùng,51000.0,Nhập khẩu,SUV,Dầu,Trắng,7.0,5.0
Nissan Navara EL Premium R - 2018,450,Hà Nội,2018.0,Xe đã dùng,120000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Toyota Land Cruiser 4.6 V8 - 2020,4030,Hà Nội,2020.0,Xe đã dùng,46000.0,Nhập khẩu,SUV,Xăng,Đen,8.0,5.0
Suzuki XL7 1.5 AT - 2021,520,TP HCM,2021.0,Xe đã dùng,9000.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Mitsubishi Mirage 1.2CVT - 2017,250,TP HCM,2017.0,Xe đã dùng,0.0,Nhập khẩu,Hatchback,Xăng,Bạc,5.0,5.0
Ford Focus Sport 1.5L - 2019,560,Hà Nội,2019.0,Xe đã dùng,50000.0,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Ford Ranger XLS 2.2L 4x2 AT - 2021,589,Hà Nội,2021.0,Xe đã dùng,25000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Bạc,5.0,4.0
Kia Morning Si AT - 2016,275,Hà Nội,2016.0,Xe đã dùng,0.0,Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5.0,5.0
Kia Cerato 2.0 AT Premium - 2019,510,Hà Nội,2019.0,Xe đã dùng,48000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Toyota Innova 2.0 Venturer - 2017,585,TP HCM,2017.0,Xe đã dùng,0.0,Lắp ráp trong nước,Crossover,Xăng,Đỏ,8.0,5.0
Toyota Innova 2.0J - 2014,275,Hà Nội,2014.0,Xe đã dùng,0.0,Lắp ráp trong nước,Crossover,Xăng,Cát,8.0,5.0
Toyota Vios 1.5E - 2011,137,Hà Nội,2011.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Ford Ranger XLS 2.2L 4x2 AT - 2017,445,TP HCM,2017.0,Xe đã dùng,117000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Xám,5.0,4.0
Mercedes Benz E class E180 - 2021,1480,Hà Nội,2021.0,Xe đã dùng,21000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Chevrolet Cruze LT 1.6L - 2017,260,TP HCM,2017.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mazda 6 Premium 2.0 AT - 2021,725,Hà Nội,2021.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Suzuki Swift GLX 1.2 AT - 2022,509,TP HCM,2022.0,Xe đã dùng,9000.0,Nhập khẩu,Hatchback,Xăng,Trắng,5.0,5.0
Chevrolet Colorado LTZ 2.8L 4x4 AT - 2018,496,TP HCM,2018.0,Xe đã dùng,46868.0,Nhập khẩu,Bán tải / Pickup,Dầu,Đỏ,5.0,4.0
Hyundai i10 1.2 AT - 2022,399,Hà Nội,2022.0,Xe đã dùng,20000.0,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5.0,5.0
Hyundai Accent 1.4 AT Đặc Biệt - 2023,525,Hà Nội,2023.0,Xe đã dùng,12000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Mercedes Benz GLC 200 - 2018,999,Hà Nội,2018.0,Xe đã dùng,39000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Mazda BT50 3.2L 4x4 AT - 2015,435,Hà Nội,2015.0,Xe đã dùng,80000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5.0,4.0
Mercedes Benz GLC 250 4Matic - 2018,1070,Hà Nội,2018.0,Xe đã dùng,57000.0,Lắp ráp trong nước,SUV,Xăng,Trắng,5.0,5.0
Kia Morning MT - 2015,160,Hà Nội,2015.0,Xe đã dùng,90000.0,Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5.0,5.0
Hyundai SantaFe Premium 2.4L HTRAC - 2019,866,Hà Nội,2019.0,Xe đã dùng,46000.0,Lắp ráp trong nước,SUV,Xăng,Xanh,7.0,5.0
Honda CRV 2.4 AT - 2013,470,Hà Nội,2013.0,Xe đã dùng,91000.0,Lắp ráp trong nước,SUV,Xăng,Đen,5.0,5.0
Hyundai Elantra 2.0 AT - 2021,555,Hà Nội,2021.0,Xe đã dùng,20000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Hyundai SantaFe Premium 2.2L HTRAC - 2020,940,Hà Nội,2020.0,Xe đã dùng,90000.0,Lắp ráp trong nước,SUV,Dầu,Trắng,7.0,5.0
Mercedes Benz GLC 300 4Matic Coupe - 2020,1930,Hà Nội,2020.0,Xe đã dùng,57924.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
Honda City 1.5TOP - 2018,415,Hà Nội,2018.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng,Nâu,5.0,4.0
Mercedes Benz E class E200 - 2018,1095,Hà Nội,2018.0,Xe đã dùng,60000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Toyota Corolla Cross 1.8V - 2022,815,Hà Nội,2022.0,Xe đã dùng,29000.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
MG 5 Luxury 1.5 AT - 2022,465,TP HCM,2022.0,Xe đã dùng,10000.0,Nhập khẩu,Sedan,Xăng,Vàng,5.0,4.0
Hyundai Tucson 2.0 AT - 2019,670,Hà Nội,2019.0,Xe đã dùng,100000.0,Lắp ráp trong nước,Crossover,Xăng,Trắng,5.0,5.0
Toyota Vios E CVT - 2022,480,Hà Nội,2022.0,Xe đã dùng,15000.0,Lắp ráp trong nước,Sedan,Xăng,Vàng,5.0,4.0
Ford Ranger Wildtrak 3.2L 4x4 AT - 2016,550,Hà Nội,2016.0,Xe đã dùng,80000.0,Nhập khẩu,Bán tải / Pickup,Dầu,Cam,5.0,4.0
Toyota Land Cruiser 4.6 V8 - 2020,4050,Hà Nội,2020.0,Xe đã dùng,90000.0,Nhập khẩu,SUV,Xăng,Trắng,8.0,5.0
Ford Everest Titanium 2.0L 4x4 AT - 2020,979,TP HCM,2020.0,Xe đã dùng,51000.0,Nhập khẩu,SUV,Dầu,Trắng,7.0,5.0
Mercedes Benz GLC 250 4Matic - 2019,1239,TP HCM,2019.0,Xe đã dùng,57600.0,Lắp ráp trong nước,SUV,Xăng,Đỏ,5.0,5.0
Toyota Yaris 1.3 AT - 2010,295,Hà Nội,2010.0,Xe đã dùng,70000.0,Nhập khẩu,Hatchback,Xăng,Trắng,5.0,5.0
Mazda 3 1.5 AT - 2018,488,Hà Nội,2018.0,Xe đã dùng,23000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
VinFast Fadil 1.4 AT - 2020,315,Hà Nội,2020.0,Xe đã dùng,41000.0,Lắp ráp trong nước,Hatchback,Xăng,Xanh,5.0,5.0
Toyota Fortuner Legender 2.4L 4x2 AT - 2022,1099,Hà Nội,2022.0,Xe đã dùng,8000.0,Lắp ráp trong nước,SUV,Dầu,Bạc,7.0,5.0
Toyota Land Cruiser 4.6 V8 - 2019,3750,Hà Nội,2019.0,Xe đã dùng,58000.0,Nhập khẩu,SUV,Xăng,Trắng,8.0,5.0
Hyundai Accent 1.4 AT Đặc Biệt - 2021,470,Hà Nội,2021.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Sedan,Xăng,Đen,5.0,4.0
Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2022,930,Hà Nội,2022.0,Xe đã dùng,20000.0,Lắp ráp trong nước,Crossover,Xăng,Đỏ,5.0,5.0
Mitsubishi Xpander 1.5 AT - 2020,525,Hà Nội,2020.0,Xe đã dùng,30000.0,Nhập khẩu,SUV,Xăng,Trắng,7.0,5.0
Mercedes Benz C class C200 - 2018,829,Hà Nội,2018.0,Xe đã dùng,70000.0,Lắp ráp trong nước,Sedan,Xăng,Trắng,5.0,4.0
Porsche Macan 2.0 - 2022,3250,Hà Nội,2022.0,Xe đã dùng,3800.0,Nhập khẩu,SUV,Xăng,Trắng,5.0,5.0
